Name,FIGHTS,STR_F_TOT,TSAC_F_TOT,TD_F_TOT,TDAC_F_TOT,KD_F_TOT,PASS_F_TOT,REV_F_TOT,SUB_F_TOT,SIG_STR_F_TOT,SIG_ACC_F_TOT,SIG_HEAD_F_TOT,SIG_HEAD_ACC_F_TOT,SIG_BODY_F_TOT,SIG_BODY_ACC_F_TOT,SIG_LEG_F_TOT,SIG_LEG_ACC_F_TOT,STR_O_TOT,TSAC_O_TOT,TD_O_TOT,TDAC_O_TOT,KD_O_TOT,PASS_O_TOT,REV_O_TOT,SUB_O_TOT,SIG_STR_O_TOT,SIG_ACC_O_TOT,SIG_HEAD_O_TOT,SIG_HEAD_ACC_O_TOT,SIG_BODY_O_TOT,SIG_BODY_ACC_O_TOT,SIG_LEG_O_TOT,SIG_LEG_ACC_O_TOT,STR_F_FIGHT,TSAC_F_FIGHT,TD_F_FIGHT,TDAC_F_FIGHT,KD_F_FIGHT,PASS_F_FIGHT,REV_F_FIGHT,SUB_F_FIGHT,SIG_STR_F_FIGHT,SIG_ACC_F_FIGHT,SIG_HEAD_F_FIGHT,SIG_HEAD_ACC_F_FIGHT,SIG_BODY_F_FIGHT,SIG_BODY_ACC_F_FIGHT,SIG_LEG_F_FIGHT,SIG_LEG_ACC_F_FIGHT,STR_O_FIGHT,TSAC_O_FIGHT,TD_O_FIGHT,TDAC_O_FIGHT,KD_O_FIGHT,PASS_O_FIGHT,REV_O_FIGHT,SUB_O_FIGHT,SIG_STR_O_FIGHT,SIG_ACC_O_FIGHT,SIG_HEAD_O_FIGHT,SIG_HEAD_ACC_O_FIGHT,SIG_BODY_O_FIGHT,SIG_BODY_ACC_O_FIGHT,SIG_LEG_O_FIGHT,SIG_LEG_ACC_O_FIGHT,ROUNDS,STR_F_ROUND,TSAC_F_ROUND,TD_F_ROUND,TDAC_F_ROUND,KD_F_ROUND,PASS_F_ROUND,REV_F_ROUND,SUB_F_ROUND,SIG_STR_F_ROUND,SIG_ACC_F_ROUND,SIG_HEAD_F_ROUND,SIG_HEAD_ACC_F_ROUND,SIG_BODY_F_ROUND,SIG_BODY_ACC_F_ROUND,SIG_LEG_F_ROUND,SIG_LEG_ACC_F_ROUND,STR_O_ROUND,TSAC_O_ROUND,TD_O_ROUND,TDAC_O_ROUND,KD_O_ROUND,PASS_O_ROUND,REV_O_ROUND,SUB_O_ROUND,SIG_STR_O_ROUND,SIG_ACC_O_ROUND,SIG_HEAD_O_ROUND,SIG_HEAD_ACC_O_ROUND,SIG_BODY_O_ROUND,SIG_BODY_ACC_O_ROUND,SIG_LEG_O_ROUND,SIG_LEG_ACC_O_ROUND,MINS,STR_F_MIN,TSAC_F_MIN,TD_F_MIN,TDAC_F_MIN,KD_F_MIN,PASS_F_MIN,REV_F_MIN,SUB_F_MIN,SIG_STR_F_MIN,SIG_ACC_F_MIN,SIG_HEAD_F_MIN,SIG_HEAD_ACC_F_MIN,SIG_BODY_F_MIN,SIG_BODY_ACC_F_MIN,SIG_LEG_F_MIN,SIG_LEG_ACC_F_MIN,STR_O_MIN,TSAC_O_MIN,TD_O_MIN,TDAC_O_MIN,KD_O_MIN,PASS_O_MIN,REV_O_MIN,SUB_O_MIN,SIG_STR_O_MIN,SIG_ACC_O_MIN,SIG_HEAD_O_MIN,SIG_HEAD_ACC_O_MIN,SIG_BODY_O_MIN,SIG_BODY_ACC_O_MIN,SIG_LEG_O_MIN,SIG_LEG_ACC_O_MIN
Rustam Khabilov,14,475,46.5%,38,45.2%,1,8,1,0,284,34.9%,214,31.2%,36,50.7%,34,59.6%,396,42.9%,9,32.1%,1,11,1,1,296,36.5%,112,20.7%,77,64.7%,107,77.0%,33.929,46.5%,2.71,45.2%,0.071,0.5710000000000001,0.071,0.071,20.285999999999998,34.9%,15.286,31.2%,2.571,50.7%,2.4290000000000003,59.6%,28.285999999999998,42.9%,0.64,32.1%,0.071,0.7859999999999999,0.071,0.14300000000000002,21.143,36.5%,8.0,20.7%,5.5,64.7%,7.643,77.0%,38,12.5,46.5%,1.0,45.2%,0.026000000000000002,0.21100000000000002,0.026000000000000002,0.026000000000000002,7.474,34.9%,5.632000000000001,31.2%,0.9470000000000001,50.7%,0.895,59.6%,10.421,42.9%,0.24,32.1%,0.026000000000000002,0.289,0.026000000000000002,0.053,7.789,36.5%,2.947,20.7%,2.026,64.7%,2.8160000000000003,77.0%,178,2.6689999999999996,46.5%,0.21,45.2%,0.006,0.045,0.006,0.006,1.5959999999999999,34.9%,1.2009999999999998,31.2%,0.20199999999999999,50.7%,0.191,59.6%,2.225,42.9%,0.05,32.1%,0.006,0.062,0.006,0.011000000000000001,1.663,36.5%,0.629,20.7%,0.433,64.7%,0.601,77.0%
Dong Hyun Kim,20,1158,69.9%,39,43.8%,4,45,2,1,424,49.0%,327,45.7%,44,77.2%,53,77.9%,633,54.2%,15,27.8%,2,7,2,0,356,41.3%,158,28.5%,104,65.0%,94,72.3%,57.9,69.9%,1.95,43.8%,0.2,2.25,0.1,0.4,21.2,49.0%,16.35,45.7%,2.2,77.2%,2.65,77.9%,31.65,54.2%,0.75,27.8%,0.1,0.35,0.1,0.25,17.8,41.3%,7.9,28.5%,5.2,65.0%,4.7,72.3%,47,24.638,69.9%,0.83,43.8%,0.085,0.9570000000000001,0.043,0.17,9.021,49.0%,6.957000000000001,45.7%,0.9359999999999999,77.2%,1.128,77.9%,13.468,54.2%,0.32,27.8%,0.043,0.149,0.043,0.106,7.574,41.3%,3.362,28.5%,2.213,65.0%,2.0,72.3%,208,5.567,69.9%,0.19,43.8%,0.019,0.21600000000000003,0.01,0.038,2.0380000000000003,49.0%,1.569,45.7%,0.212,77.2%,0.255,77.9%,3.043,54.2%,0.07,27.8%,0.01,0.034,0.01,0.024,1.712,41.3%,0.76,28.5%,0.5,65.0%,0.452,72.3%
Dong Hyun Kim,20,1158,69.9%,39,43.8%,4,45,2,1,424,49.0%,327,45.7%,44,77.2%,53,77.9%,633,54.2%,15,27.8%,2,7,2,0,356,41.3%,158,28.5%,104,65.0%,94,72.3%,57.9,69.9%,1.95,43.8%,0.2,2.25,0.1,0.4,21.2,49.0%,16.35,45.7%,2.2,77.2%,2.65,77.9%,31.65,54.2%,0.75,27.8%,0.1,0.35,0.1,0.25,17.8,41.3%,7.9,28.5%,5.2,65.0%,4.7,72.3%,47,24.638,69.9%,0.83,43.8%,0.085,0.9570000000000001,0.043,0.17,9.021,49.0%,6.957000000000001,45.7%,0.9359999999999999,77.2%,1.128,77.9%,13.468,54.2%,0.32,27.8%,0.043,0.149,0.043,0.106,7.574,41.3%,3.362,28.5%,2.213,65.0%,2.0,72.3%,208,5.567,69.9%,0.19,43.8%,0.019,0.21600000000000003,0.01,0.038,2.0380000000000003,49.0%,1.569,45.7%,0.212,77.2%,0.255,77.9%,3.043,54.2%,0.07,27.8%,0.01,0.034,0.01,0.024,1.712,41.3%,0.76,28.5%,0.5,65.0%,0.452,72.3%
Ji Yeon Kim,4,311,37.3%,0,0.0%,0,0,0,0,234,31.4%,166,25.2%,41,69.5%,27,93.1%,244,42.4%,0,0.0%,0,1,0,0,221,40.6%,124,30.6%,39,61.9%,58,75.3%,77.75,37.3%,0.0,0.0%,0.0,0.0,0.0,0.0,58.5,31.4%,41.5,25.2%,10.25,69.5%,6.75,93.1%,61.0,42.4%,0.0,0.0%,0.0,0.25,0.0,0.5,55.25,40.6%,31.0,30.6%,9.75,61.9%,14.5,75.3%,12,25.916999999999998,37.3%,0.0,0.0%,0.0,0.0,0.0,0.0,19.5,31.4%,13.833,25.2%,3.417,69.5%,2.25,93.1%,20.333,42.4%,0.0,0.0%,0.0,0.083,0.0,0.16699999999999998,18.417,40.6%,10.333,30.6%,3.25,61.9%,4.833,75.3%,60,5.183,37.3%,0.0,0.0%,0.0,0.0,0.0,0.0,3.9,31.4%,2.767,25.2%,0.6829999999999999,69.5%,0.45,93.1%,4.067,42.4%,0.0,0.0%,0.0,0.017,0.0,0.033,3.6830000000000003,40.6%,2.0669999999999997,30.6%,0.65,61.9%,0.9670000000000001,75.3%
Jeremy Kimball,4,34,50.0%,1,20.0%,1,0,0,0,30,46.9%,21,38.9%,2,100.0%,7,87.5%,53,54.6%,1,50.0%,0,2,0,1,41,50.6%,28,45.2%,5,55.6%,8,80.0%,8.5,50.0%,0.25,20.0%,0.25,0.0,0.0,0.0,7.5,46.9%,5.25,38.9%,0.5,100.0%,1.75,87.5%,13.25,54.6%,0.25,50.0%,0.0,0.5,0.0,0.25,10.25,50.6%,7.0,45.2%,1.25,55.6%,2.0,80.0%,4,8.5,50.0%,0.25,20.0%,0.25,0.0,0.0,0.0,7.5,46.9%,5.25,38.9%,0.5,100.0%,1.75,87.5%,13.25,54.6%,0.25,50.0%,0.0,0.5,0.0,0.25,10.25,50.6%,7.0,45.2%,1.25,55.6%,2.0,80.0%,10,3.4,50.0%,0.1,20.0%,0.1,0.0,0.0,0.0,3.0,46.9%,1.969,38.9%,0.2,100.0%,0.7,87.5%,4.8180000000000005,54.6%,0.09,50.0%,0.0,0.182,0.0,0.091,3.727,50.6%,2.545,45.2%,0.455,55.6%,0.727,80.0%
Justine Kish,5,296,53.0%,4,30.8%,0,8,3,0,259,50.1%,133,39.5%,61,65.6%,65,74.7%,400,40.0%,4,44.4%,0,24,4,0,268,31.6%,194,26.7%,45,50.6%,29,85.3%,59.2,53.0%,0.8,30.8%,0.0,1.6,0.6,0.2,51.8,50.1%,26.6,39.5%,12.2,65.6%,13.0,74.7%,80.0,40.0%,0.8,44.4%,0.0,4.8,0.8,0.2,53.6,31.6%,38.8,26.7%,9.0,50.6%,5.8,85.3%,15,19.733,53.0%,0.27,30.8%,0.0,0.5329999999999999,0.2,0.067,17.267,50.1%,8.867,39.5%,4.067,65.6%,4.333,74.7%,26.666999999999998,40.0%,0.27,44.4%,0.0,1.6,0.267,0.067,17.867,31.6%,12.933,26.7%,3.0,50.6%,1.933,85.3%,75,3.947,53.0%,0.05,30.8%,0.0,0.107,0.04,0.013000000000000001,3.4530000000000003,50.1%,1.7730000000000001,39.5%,0.813,65.6%,0.867,74.7%,5.332999999999999,40.0%,0.05,44.4%,0.0,0.32,0.053,0.013000000000000001,3.573,31.6%,2.5869999999999997,26.7%,0.6,50.6%,0.387,85.3%
Drakkar Klose,5,395,58.3%,8,30.8%,0,2,0,0,259,50.0%,116,33.5%,78,85.7%,65,80.2%,310,51.9%,5,29.4%,0,7,1,0,228,45.5%,85,28.5%,72,62.6%,71,80.7%,79.0,58.3%,1.6,30.8%,0.0,0.4,0.0,0.0,51.8,50.0%,23.2,33.5%,15.6,85.7%,13.0,80.2%,62.0,51.9%,1.0,29.4%,0.0,1.4,0.2,0.2,45.6,45.5%,17.0,28.5%,14.4,62.6%,14.2,80.7%,15,26.333000000000002,58.3%,0.53,30.8%,0.0,0.133,0.0,0.0,17.267,50.0%,7.733,33.5%,5.2,85.7%,4.333,80.2%,20.666999999999998,51.9%,0.33,29.4%,0.0,0.467,0.067,0.067,15.2,45.5%,5.667000000000001,28.5%,4.8,62.6%,4.7330000000000005,80.7%,75,5.267,58.3%,0.11,30.8%,0.0,0.027000000000000003,0.0,0.0,3.4530000000000003,50.0%,1.547,33.5%,1.04,85.7%,0.867,80.2%,4.133,51.9%,0.07,29.4%,0.0,0.09300000000000001,0.013000000000000001,0.013000000000000001,3.04,45.5%,1.133,28.5%,0.96,62.6%,0.9470000000000001,80.7%
Jason Knight,9,511,43.1%,10,31.3%,3,4,3,1,338,33.7%,230,27.4%,48,59.3%,60,72.3%,489,57.0%,17,51.5%,0,17,3,0,304,46.6%,235,42.4%,31,60.8%,38,79.2%,56.778,43.1%,1.11,31.3%,0.33299999999999996,0.444,0.33299999999999996,1.444,37.556,33.7%,25.555999999999997,27.4%,5.332999999999999,59.3%,6.667000000000001,72.3%,54.333,57.0%,1.89,51.5%,0.0,1.889,0.33299999999999996,0.222,33.778,46.6%,26.111,42.4%,3.444,60.8%,4.2219999999999995,79.2%,24,21.291999999999998,43.1%,0.42,31.3%,0.125,0.16699999999999998,0.125,0.542,14.083,33.7%,9.583,27.4%,2.0,59.3%,2.5,72.3%,20.375,57.0%,0.71,51.5%,0.0,0.708,0.125,0.083,12.667,46.6%,9.792,42.4%,1.2919999999999998,60.8%,1.5830000000000002,79.2%,114,4.482,43.1%,0.09,31.3%,0.026000000000000002,0.035,0.026000000000000002,0.114,2.965,33.7%,2.008,27.4%,0.42100000000000004,59.3%,0.526,72.3%,4.252,57.0%,0.15,51.5%,0.0,0.14800000000000002,0.026000000000000002,0.017,2.6430000000000002,46.6%,2.043,42.4%,0.27,60.8%,0.33,79.2%
Erik Koch,13,290,47.0%,3,60.0%,2,7,1,1,198,38.2%,137,29.3%,33,86.8%,28,77.8%,690,58.3%,22,27.8%,3,23,1,0,390,47.5%,244,38.5%,102,70.3%,44,67.7%,22.308000000000003,47.0%,0.23,60.0%,0.154,0.5379999999999999,0.077,0.462,15.231,38.2%,10.538,29.3%,2.5380000000000003,86.8%,2.154,77.8%,53.077,58.3%,1.69,27.8%,0.231,1.7690000000000001,0.077,0.154,30.0,47.5%,18.769000000000002,38.5%,7.846,70.3%,3.385,67.7%,31,9.355,47.0%,0.1,60.0%,0.065,0.226,0.032,0.19399999999999998,6.3870000000000005,38.2%,4.419,29.3%,1.065,86.8%,0.903,77.8%,22.258000000000003,58.3%,0.71,27.8%,0.09699999999999999,0.742,0.032,0.065,12.581,47.5%,7.871,38.5%,3.29,70.3%,1.419,67.7%,142,2.042,47.0%,0.02,60.0%,0.013999999999999999,0.049,0.006999999999999999,0.042,1.3940000000000001,38.2%,0.9590000000000001,29.3%,0.23199999999999998,86.8%,0.19699999999999998,77.8%,4.825,58.3%,0.15,27.8%,0.021,0.161,0.006999999999999999,0.013999999999999999,2.727,47.5%,1.706,38.5%,0.713,70.3%,0.308,67.7%
Syuri Kondo,3,225,44.1%,0,-,0,0,0,0,223,43.9%,160,37.6%,38,70.4%,25,89.3%,258,37.4%,0,0.0%,1,0,0,0,254,37.1%,195,33.3%,22,52.4%,37,64.9%,75.0,44.1%,0.0,-,0.0,0.0,0.0,0.0,74.333,43.9%,53.333,37.6%,12.667,70.4%,8.333,89.3%,86.0,37.4%,0.0,0.0%,0.33299999999999996,0.0,0.0,0.0,84.667,37.1%,65.0,33.3%,7.332999999999999,52.4%,12.333,64.9%,7,32.143,44.1%,0.0,-,0.0,0.0,0.0,0.0,31.857,43.9%,22.857,37.6%,5.428999999999999,70.4%,3.571,89.3%,36.857,37.4%,0.0,0.0%,0.14300000000000002,0.0,0.0,0.0,36.286,37.1%,27.857,33.3%,3.1430000000000002,52.4%,5.2860000000000005,64.9%,30,7.5,44.1%,0.0,-,0.0,0.0,0.0,0.0,7.433,43.9%,5.237,37.6%,1.2670000000000001,70.4%,0.833,89.3%,8.323,37.4%,0.0,0.0%,0.032,0.0,0.0,0.0,8.193999999999999,37.1%,6.29,33.3%,0.71,52.4%,1.194,64.9%
Karolina Kowalkiewicz,8,778,44.2%,1,14.3%,0,7,1,0,605,38.6%,405,31.6%,138,69.0%,62,72.1%,655,47.8%,5,12.8%,1,4,1,1,542,43.4%,319,35.5%,115,54.8%,108,76.6%,97.25,44.2%,0.13,14.3%,0.0,0.875,0.125,0.0,75.625,38.6%,50.625,31.6%,17.25,69.0%,7.75,72.1%,81.875,47.8%,0.63,12.8%,0.125,0.5,0.125,0.125,67.75,43.4%,39.875,35.5%,14.375,54.8%,13.5,76.6%,22,35.364000000000004,44.2%,0.05,14.3%,0.0,0.318,0.045,0.0,27.5,38.6%,18.409000000000002,31.6%,6.273,69.0%,2.818,72.1%,29.773000000000003,47.8%,0.23,12.8%,0.045,0.182,0.045,0.045,24.636,43.4%,14.5,35.5%,5.227,54.8%,4.909,76.6%,105,7.41,44.2%,0.01,14.3%,0.0,0.067,0.01,0.0,5.7620000000000005,38.6%,3.8569999999999998,31.6%,1.314,69.0%,0.59,72.1%,6.2379999999999995,47.8%,0.05,12.8%,0.01,0.038,0.01,0.01,5.162000000000001,43.4%,3.0380000000000003,35.5%,1.095,54.8%,1.0290000000000001,76.6%
James Krause,11,636,50.4%,7,14.9%,0,9,3,2,542,47.4%,411,49.2%,74,68.5%,57,70.4%,550,42.0%,8,47.1%,1,4,0,0,450,37.7%,222,29.8%,135,60.0%,93,84.5%,57.818000000000005,50.4%,0.64,14.9%,0.0,0.818,0.273,0.545,49.273,47.4%,37.364000000000004,49.2%,6.727,68.5%,5.182,70.4%,50.0,42.0%,0.73,47.1%,0.091,0.364,0.0,0.0,40.909,37.7%,20.182000000000002,29.8%,12.273,60.0%,8.455,84.5%,26,24.462,50.4%,0.27,14.9%,0.0,0.34600000000000003,0.115,0.231,20.846,47.4%,15.808,49.2%,2.846,68.5%,2.1919999999999997,70.4%,21.154,42.0%,0.31,47.1%,0.038,0.154,0.0,0.0,17.308,37.7%,8.538,29.8%,5.192,60.0%,3.577,84.5%,122,5.212999999999999,50.4%,0.06,14.9%,0.0,0.07400000000000001,0.025,0.049,4.4430000000000005,47.4%,3.3539999999999996,49.2%,0.607,68.5%,0.467,70.4%,4.4719999999999995,42.0%,0.07,47.1%,0.008,0.033,0.0,0.0,3.659,37.7%,1.805,29.8%,1.0979999999999999,60.0%,0.7559999999999999,84.5%
Pascal Krauss,4,496,61.5%,5,50.0%,0,7,0,0,267,47.6%,172,73.8%,46,75.4%,49,94.2%,298,50.3%,8,40.0%,3,2,1,0,190,40.9%,133,44.5%,30,60.0%,27,93.1%,124.0,61.5%,1.25,50.0%,0.0,1.75,0.0,0.75,66.75,47.6%,43.0,73.8%,11.5,75.4%,12.25,94.2%,74.5,50.3%,2.0,40.0%,0.75,0.5,0.25,0.5,47.5,40.9%,33.25,44.5%,7.5,60.0%,6.75,93.1%,10,49.6,61.5%,0.5,50.0%,0.0,0.7,0.0,0.3,26.7,47.6%,17.2,73.8%,4.6,75.4%,4.9,94.2%,29.8,50.3%,0.8,40.0%,0.3,0.2,0.1,0.2,19.0,40.9%,13.3,44.5%,3.0,60.0%,2.7,93.1%,48,10.333,61.5%,0.1,50.0%,0.0,0.146,0.0,0.063,5.563,47.6%,3.513,73.8%,0.958,75.4%,1.021,94.2%,6.082000000000001,50.3%,0.16,40.0%,0.061,0.040999999999999995,0.02,0.040999999999999995,3.878,40.9%,2.714,44.5%,0.612,60.0%,0.551,93.1%
Nikita Krylov,10,470,69.1%,2,28.6%,3,6,3,3,271,58.9%,174,42.5%,60,63.8%,37,75.5%,256,68.3%,12,60.0%,1,12,1,3,127,54.7%,103,29.6%,17,73.9%,7,100.0%,47.0,69.1%,0.2,28.6%,0.3,0.6,0.3,0.6,27.1,58.9%,17.4,42.5%,6.0,63.8%,3.7,75.5%,25.6,68.3%,1.2,60.0%,0.1,1.2,0.1,0.7,12.7,54.7%,10.3,29.6%,1.7,73.9%,0.7,100.0%,15,31.333000000000002,69.1%,0.13,28.6%,0.2,0.4,0.2,0.4,18.067,58.9%,11.6,42.5%,4.0,63.8%,2.467,75.5%,17.067,68.3%,0.8,60.0%,0.067,0.8,0.067,0.467,8.467,54.7%,6.867000000000001,29.6%,1.133,73.9%,0.467,100.0%,48,9.792,69.1%,0.04,28.6%,0.063,0.125,0.063,0.125,5.646,58.9%,3.59,42.5%,1.25,63.8%,0.7709999999999999,75.5%,5.332999999999999,68.3%,0.25,60.0%,0.021,0.25,0.021,0.146,2.6460000000000004,54.7%,2.146,29.6%,0.354,73.9%,0.146,100.0%
Kiichi Kunimoto,6,187,58.3%,5,20.0%,0,7,1,1,88,44.0%,42,23.6%,17,85.0%,29,82.9%,343,70.0%,3,50.0%,3,3,0,2,188,57.7%,127,43.5%,38,73.1%,23,92.0%,31.166999999999998,58.3%,0.83,20.0%,0.0,1.167,0.16699999999999998,0.16699999999999998,14.667,44.0%,7.0,23.6%,2.833,85.0%,4.833,82.9%,57.167,70.0%,0.5,50.0%,0.5,0.5,0.0,0.5,31.333000000000002,57.7%,21.166999999999998,43.5%,6.332999999999999,73.1%,3.833,92.0%,14,13.357000000000001,58.3%,0.36,20.0%,0.0,0.5,0.071,0.071,6.2860000000000005,44.0%,3.0,23.6%,1.214,85.0%,2.0709999999999997,82.9%,24.5,70.0%,0.21,50.0%,0.214,0.214,0.0,0.214,13.429,57.7%,9.071,43.5%,2.714,73.1%,1.643,92.0%,59,3.1689999999999996,58.3%,0.08,20.0%,0.0,0.11900000000000001,0.017,0.017,1.492,44.0%,0.706,23.6%,0.28800000000000003,85.0%,0.49200000000000005,82.9%,5.814,70.0%,0.05,50.0%,0.051,0.051,0.0,0.051,3.1860000000000004,57.7%,2.153,43.5%,0.644,73.1%,0.39,92.0%
Aspen Ladd,2,104,61.9%,1,100.0%,0,3,0,0,76,57.1%,62,53.4%,14,82.4%,0,-,65,68.4%,0,0.0%,0,0,0,0,50,62.5%,9,28.1%,31,86.1%,10,83.3%,52.0,61.9%,0.5,100.0%,0.0,1.5,0.0,0.0,38.0,57.1%,31.0,53.4%,7.0,82.4%,0.0,-,32.5,68.4%,0.0,0.0%,0.0,0.0,0.0,0.0,25.0,62.5%,4.5,28.1%,15.5,86.1%,5.0,83.3%,3,34.667,61.9%,0.33,100.0%,0.0,1.0,0.0,0.0,25.333000000000002,57.1%,20.666999999999998,53.4%,4.667,82.4%,0.0,-,21.666999999999998,68.4%,0.0,0.0%,0.0,0.0,0.0,0.0,16.667,62.5%,3.0,28.1%,10.333,86.1%,3.333,83.3%,10,10.4,61.9%,0.1,100.0%,0.0,0.3,0.0,0.0,7.6,57.1%,5.645,53.4%,1.4,82.4%,0.0,-,5.909,68.4%,0.0,0.0%,0.0,0.0,0.0,0.0,4.545,62.5%,0.818,28.1%,2.818,86.1%,0.909,83.3%
Ryan LaFlare,12,513,45.2%,17,42.5%,2,19,4,0,363,37.5%,181,39.6%,137,60.4%,45,77.6%,363,40.0%,15,39.5%,4,24,0,0,266,33.9%,179,35.4%,48,52.2%,39,73.6%,42.75,45.2%,1.42,42.5%,0.16699999999999998,1.5830000000000002,0.33299999999999996,0.16699999999999998,30.25,37.5%,15.083,39.6%,11.417,60.4%,3.75,77.6%,30.25,40.0%,1.25,39.5%,0.33299999999999996,2.0,0.0,0.5,22.166999999999998,33.9%,14.917,35.4%,4.0,52.2%,3.25,73.6%,33,15.545,45.2%,0.52,42.5%,0.061,0.5760000000000001,0.121,0.061,11.0,37.5%,5.485,39.6%,4.152,60.4%,1.364,77.6%,11.0,40.0%,0.45,39.5%,0.121,0.727,0.0,0.182,8.061,33.9%,5.4239999999999995,35.4%,1.455,52.2%,1.182,73.6%,157,3.2680000000000002,45.2%,0.11,42.5%,0.013000000000000001,0.121,0.025,0.013000000000000001,2.312,37.5%,1.148,39.6%,0.873,60.4%,0.287,77.6%,2.2969999999999997,40.0%,0.09,39.5%,0.025,0.152,0.0,0.038,1.6840000000000002,33.9%,1.133,35.4%,0.304,52.2%,0.247,73.6%
Tina Lahdemaki,1,49,28.8%,0,-,0,0,0,0,29,20.6%,21,17.1%,5,41.7%,3,50.0%,132,57.9%,5,83.3%,0,5,0,0,70,42.7%,49,37.1%,13,54.2%,8,100.0%,49.0,28.8%,0.0,-,0.0,0.0,0.0,0.0,29.0,20.6%,21.0,17.1%,5.0,41.7%,3.0,50.0%,132.0,57.9%,5.0,83.3%,0.0,5.0,0.0,2.0,70.0,42.7%,49.0,37.1%,13.0,54.2%,8.0,100.0%,3,16.333,28.8%,0.0,-,0.0,0.0,0.0,0.0,9.667,20.6%,7.0,17.1%,1.6669999999999998,41.7%,1.0,50.0%,44.0,57.9%,1.67,83.3%,0.0,1.6669999999999998,0.0,0.667,23.333000000000002,42.7%,16.333,37.1%,4.333,54.2%,2.667,100.0%,15,3.267,28.8%,0.0,-,0.0,0.0,0.0,0.0,1.933,20.6%,1.4,17.1%,0.33299999999999996,41.7%,0.2,50.0%,8.8,57.9%,0.33,83.3%,0.0,0.33299999999999996,0.0,0.133,4.667,42.7%,3.267,37.1%,0.867,54.2%,0.5329999999999999,100.0%
Ricardo Lamas,15,653,54.4%,16,28.6%,2,10,6,3,484,47.2%,229,35.4%,101,80.8%,154,72.6%,660,51.4%,17,58.6%,3,14,0,0,431,42.0%,282,36.0%,86,64.2%,63,75.0%,43.533,54.4%,1.07,28.6%,0.133,0.667,0.4,0.667,32.266999999999996,47.2%,15.267000000000001,35.4%,6.733,80.8%,10.267000000000001,72.6%,44.0,51.4%,1.13,58.6%,0.2,0.9329999999999999,0.0,0.467,28.733,42.0%,18.8,36.0%,5.733,64.2%,4.2,75.0%,34,19.206,54.4%,0.47,28.6%,0.059000000000000004,0.294,0.17600000000000002,0.294,14.235,47.2%,6.735,35.4%,2.971,80.8%,4.529,72.6%,19.412,51.4%,0.5,58.6%,0.08800000000000001,0.41200000000000003,0.0,0.20600000000000002,12.675999999999998,42.0%,8.294,36.0%,2.529,64.2%,1.8530000000000002,75.0%,156,4.186,54.4%,0.1,28.6%,0.013000000000000001,0.064,0.038,0.064,3.103,47.2%,1.4680000000000002,35.4%,0.647,80.8%,0.987,72.6%,4.231,51.4%,0.11,58.6%,0.019,0.09,0.0,0.045,2.763,42.0%,1.808,36.0%,0.551,64.2%,0.40399999999999997,75.0%
Lina Lansberg,6,312,61.9%,2,22.2%,0,0,0,0,218,55.5%,82,35.0%,111,85.4%,25,86.2%,530,64.6%,10,76.9%,0,8,0,0,321,55.4%,178,44.8%,107,78.7%,36,78.3%,52.0,61.9%,0.33,22.2%,0.0,0.0,0.0,0.16699999999999998,36.333,55.5%,13.667,35.0%,18.5,85.4%,4.167,86.2%,88.333,64.6%,1.67,76.9%,0.0,1.3330000000000002,0.0,0.16699999999999998,53.5,55.4%,29.666999999999998,44.8%,17.833,78.7%,6.0,78.3%,15,20.8,61.9%,0.13,22.2%,0.0,0.0,0.0,0.067,14.533,55.5%,5.4670000000000005,35.0%,7.4,85.4%,1.6669999999999998,86.2%,35.333,64.6%,0.67,76.9%,0.0,0.5329999999999999,0.0,0.067,21.4,55.4%,11.867,44.8%,7.132999999999999,78.7%,2.4,78.3%,67,4.657,61.9%,0.03,22.2%,0.0,0.0,0.0,0.015,3.2539999999999996,55.5%,1.207,35.0%,1.6569999999999998,85.4%,0.373,86.2%,7.794,64.6%,0.15,76.9%,0.0,0.11800000000000001,0.0,0.015,4.721,55.4%,2.6180000000000003,44.8%,1.574,78.7%,0.529,78.3%
Chad Laprise,10,461,45.3%,6,54.5%,3,7,0,0,410,42.8%,239,31.7%,89,75.4%,82,96.5%,324,35.6%,3,21.4%,4,2,2,0,308,34.7%,165,24.1%,61,61.6%,82,79.6%,46.1,45.3%,0.6,54.5%,0.3,0.7,0.0,0.0,41.0,42.8%,23.9,31.7%,8.9,75.4%,8.2,96.5%,32.4,35.6%,0.3,21.4%,0.4,0.2,0.2,0.0,30.8,34.7%,16.5,24.1%,6.1,61.6%,8.2,79.6%,20,23.05,45.3%,0.3,54.5%,0.15,0.35,0.0,0.0,20.5,42.8%,11.95,31.7%,4.45,75.4%,4.1,96.5%,16.2,35.6%,0.15,21.4%,0.2,0.1,0.1,0.0,15.4,34.7%,8.25,24.1%,3.05,61.6%,4.1,79.6%,85,5.4239999999999995,45.3%,0.07,54.5%,0.035,0.08199999999999999,0.0,0.0,4.824,42.8%,2.785,31.7%,1.047,75.4%,0.965,96.5%,3.767,35.6%,0.03,21.4%,0.047,0.023,0.023,0.0,3.5810000000000004,34.7%,1.919,24.1%,0.7090000000000001,61.6%,0.953,79.6%
